function_id,module,submodule,function_name,purpose,caller_or_trigger,input_field,input_type,input_required,input_source,preconditions,authorization_action,qualification_requirement,sod_requirement,signature_requirement,processing_rules,db_reads,db_writes,transaction_boundary,return_type,return_fields,emitted_events,consumed_events,external_dependencies,idempotency,concurrency,error_codes,audit_events,security_events,configuration,test_ids,validation_requirement_ids,source_document,source_requirement_ids,derivation
FN-0793,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",createValidationTestDefinition(),Creates draft test definition,Validation/Engineer,test_type; requirements; risk; procedure/charter; expected results,"see contract schema (contracts/openapi, contracts/events)",per source contract,Validation/Engineer,Trace/risk exists,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Creates draft test definition,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Creates draft test definition,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),TestDefinition,TestDefinition,ValidationTestCreated,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),ValidationTestCreated,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,source function/service contract table
FN-0794,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",approveTestDefinition(),Freezes executable test version,Reviewer,test/version; signature,"see contract schema (contracts/openapi, contracts/events)",per source contract,Reviewer,Definition complete/current,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Freezes executable test version,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Freezes executable test version,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),ApprovedTest,ApprovedTest,ValidationTestApproved,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),ValidationTestApproved,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,source function/service contract table
FN-0795,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",startTestExecution(),Creates execution identity,Tester/CI,test version; environment fingerprint; data/config refs,"see contract schema (contracts/openapi, contracts/events)",per source contract,Tester/CI,Eligible environment,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Creates execution identity,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Creates execution identity,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),TestExecution,TestExecution,ValidationTestExecutionStarted,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),ValidationTestExecutionStarted,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,source function/service contract table
FN-0796,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",recordTestObservation(),Appends immutable observation/result,Tester/Automation,execution; step/check; actual; evidence; status,"see contract schema (contracts/openapi, contracts/events)",per source contract,Tester/Automation,Execution active,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Appends immutable observation/result,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Appends immutable observation/result,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),ObservationReceipt,ObservationReceipt,ValidationObservationRecorded,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),ValidationObservationRecorded,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,source function/service contract table
FN-0797,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",completeTestExecution(),Closes PASS/FAIL/BLOCKED and triggers exception on failure,Tester/CI,execution; conclusion; summary,"see contract schema (contracts/openapi, contracts/events)",per source contract,Tester/CI,Mandatory evidence present,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Closes PASS/FAIL/BLOCKED and triggers exception on failure,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Closes PASS/FAIL/BLOCKED and triggers exception on failure,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),TestResult,TestResult,ValidationTestCompleted,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),ValidationTestCompleted,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,source function/service contract table
FN-0798,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",reviewTestExecution(),Accepts/rejects evidence,Reviewer,execution; conclusion; signature,"see contract schema (contracts/openapi, contracts/events)",per source contract,Reviewer,Execution closed,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Accepts/rejects evidence,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Accepts/rejects evidence,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),TestReview,TestReview,ValidationTestReviewed,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),ValidationTestReviewed,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,source function/service contract table
FN-0799,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",importAutomatedTestEvidence(),Creates traceable automated validation evidence,CI,run ID; commit; report; artifact refs; fingerprint,"see contract schema (contracts/openapi, contracts/events)",per source contract,CI,Trusted CI source,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Creates traceable automated validation evidence,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Creates traceable automated validation evidence,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),ImportedTestEvidence,ImportedTestEvidence,AutomatedEvidenceImported,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),AutomatedEvidenceImported,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,source function/service contract table
FN-0800,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",postValidationV1Tests,Implements `POST /validation/v1/tests` declared in Document 82 §7. APIs / Internal Interfaces,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postValidationV1Tests (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",ValidationTestApproved;ValidationTestExecutionStarted;ValidationTestCompleted;AutomatedEvidenceImported;ValidationTestReviewed,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,derived from declared API operation
FN-0801,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",postValidationV1TestsIdApprove,Implements `POST /validation/v1/tests/{id}/approve` declared in Document 82 §7. APIs / Internal Interfaces,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postValidationV1TestsIdApprove (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",ValidationTestApproved;ValidationTestExecutionStarted;ValidationTestCompleted;AutomatedEvidenceImported;ValidationTestReviewed,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,derived from declared API operation
FN-0802,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",postValidationV1Executions,Implements `POST /validation/v1/executions` declared in Document 82 §7. APIs / Internal Interfaces,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postValidationV1Executions (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",ValidationTestApproved;ValidationTestExecutionStarted;ValidationTestCompleted;AutomatedEvidenceImported;ValidationTestReviewed,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,derived from declared API operation
FN-0803,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",postValidationV1ExecutionsIdComplete,Implements `POST /validation/v1/executions/{id}/complete` declared in Document 82 §7. APIs / Internal Interfaces,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postValidationV1ExecutionsIdComplete (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",ValidationTestApproved;ValidationTestExecutionStarted;ValidationTestCompleted;AutomatedEvidenceImported;ValidationTestReviewed,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,derived from declared API operation
FN-0804,SPEC-VAL-004,"Validation Test Strategy, Test Methods & Objective Evidence Governance",postValidationV1AutomatedEvidence,Implements `POST /validation/v1/automated-evidence` declared in Document 82 §7. APIs / Internal Interfaces,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postValidationV1AutomatedEvidence (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",ValidationTestApproved;ValidationTestExecutionStarted;ValidationTestCompleted;AutomatedEvidenceImported;ValidationTestReviewed,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,automated pass import;flaky automation;failed manual step;exploratory session;retest preserves old fail;stale environment fingerprint,Doc 80/81 trace for SPEC-VAL-004,Document 82,TST-FR-001;TST-FR-002;TST-FR-003;TST-FR-004;TST-FR-005;TST-FR-006;TST-FR-007;TST-FR-008;TST-FR-009;TST-FR-010;TST-FR-011;TST-FR-012;TST-FR-013;TST-FR-014;TST-FR-015;TST-FR-016;TST-FR-017;TST-FR-018;TST-FR-019;TST-FR-020;TST-FR-021;TST-FR-022;TST-FR-023;TST-FR-024,derived from declared API operation
FN-0805,SPEC-VAL-005,Installation Qualification (IQ) & Installed Baseline Verification,createIQProtocol(),Creates versioned IQ checks,Validation/Installer,environment; release; deployment profile; component inventory,"see contract schema (contracts/openapi, contracts/events)",per source contract,Validation/Installer,Approved release/profile,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Creates versioned IQ checks,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Creates versioned IQ checks,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),IQProtocol,IQProtocol,IQProtocolCreated,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),IQProtocolCreated,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,wrong image digest;unsupported DB version;NTP missing;backup absent;cert expired;forbidden path open,Doc 80/81 trace for SPEC-VAL-005,Document 83,IQ-FR-001;IQ-FR-002;IQ-FR-003;IQ-FR-004;IQ-FR-005;IQ-FR-006;IQ-FR-007;IQ-FR-008;IQ-FR-009;IQ-FR-010;IQ-FR-011;IQ-FR-012;IQ-FR-013;IQ-FR-014;IQ-FR-015;IQ-FR-016;IQ-FR-017;IQ-FR-018;IQ-FR-019;IQ-FR-020;IQ-FR-021,source function/service contract table
FN-0806,SPEC-VAL-005,Installation Qualification (IQ) & Installed Baseline Verification,captureInstalledInventory(),Collects versions/digests/config fingerprints/hardware refs,Qualification agent,environment,"see contract schema (contracts/openapi, contracts/events)",per source contract,Qualification agent,Authorized read-only,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,none identified in source,Collects versions/digests/config fingerprints/hardware refs,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Collects versions/digests/config fingerprints/hardware refs,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),InstalledInventory,InstalledInventory,InstalledInventoryCaptured,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),InstalledInventoryCaptured,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,wrong image digest;unsupported DB version;NTP missing;backup absent;cert expired;forbidden path open,Doc 80/81 trace for SPEC-VAL-005,Document 83,IQ-FR-001;IQ-FR-002;IQ-FR-003;IQ-FR-004;IQ-FR-005;IQ-FR-006;IQ-FR-007;IQ-FR-008;IQ-FR-009;IQ-FR-010;IQ-FR-011;IQ-FR-012;IQ-FR-013;IQ-FR-014;IQ-FR-015;IQ-FR-016;IQ-FR-017;IQ-FR-018;IQ-FR-019;IQ-FR-020;IQ-FR-021,source function/service contract table
FN-0807,SPEC-VAL-005,Installation Qualification (IQ) & Installed Baseline Verification,verifyInstalledArtifact(),Compares deployment to release,IQ executor,component; expected digest/signature/version,"see contract schema (contracts/openapi, contracts/events)",per source contract,IQ executor,Release manifest available,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Compares deployment to release,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Compares deployment to release,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),IQCheckResult,IQCheckResult,InstalledArtifactVerified/ARTIFACT_MISMATCH,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),InstalledArtifactVerified/ARTIFACT_MISMATCH,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,wrong image digest;unsupported DB version;NTP missing;backup absent;cert expired;forbidden path open,Doc 80/81 trace for SPEC-VAL-005,Document 83,IQ-FR-001;IQ-FR-002;IQ-FR-003;IQ-FR-004;IQ-FR-005;IQ-FR-006;IQ-FR-007;IQ-FR-008;IQ-FR-009;IQ-FR-010;IQ-FR-011;IQ-FR-012;IQ-FR-013;IQ-FR-014;IQ-FR-015;IQ-FR-016;IQ-FR-017;IQ-FR-018;IQ-FR-019;IQ-FR-020;IQ-FR-021,source function/service contract table
FN-0808,SPEC-VAL-005,Installation Qualification (IQ) & Installed Baseline Verification,verifyEnvironmentPrerequisites(),Runs prerequisite/network/time/storage/backup checks,IQ executor,environment/profile,"see contract schema (contracts/openapi, contracts/events)",per source contract,IQ executor,Profile effective,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Runs prerequisite/network/time/storage/backup checks,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Runs prerequisite/network/time/storage/backup checks,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),IQCheckSet,IQCheckSet,IQPrerequisitesVerified,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),IQPrerequisitesVerified,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,wrong image digest;unsupported DB version;NTP missing;backup absent;cert expired;forbidden path open,Doc 80/81 trace for SPEC-VAL-005,Document 83,IQ-FR-001;IQ-FR-002;IQ-FR-003;IQ-FR-004;IQ-FR-005;IQ-FR-006;IQ-FR-007;IQ-FR-008;IQ-FR-009;IQ-FR-010;IQ-FR-011;IQ-FR-012;IQ-FR-013;IQ-FR-014;IQ-FR-015;IQ-FR-016;IQ-FR-017;IQ-FR-018;IQ-FR-019;IQ-FR-020;IQ-FR-021,source function/service contract table
FN-0809,SPEC-VAL-005,Installation Qualification (IQ) & Installed Baseline Verification,completeIQExecution(),Closes PASS/FAIL with evidence manifest,Validation executor,IQ run; results; deviations,"see contract schema (contracts/openapi, contracts/events)",per source contract,Validation executor,Mandatory checks complete,Policy decision required (Doc 07 IAM-FR-006..IAM-FR-014),Qualification gate where configured (Doc 07 / MUT-FR-007),SoD evaluated server-side (Doc 07); performer≠verifier where required,SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),Closes PASS/FAIL with evidence manifest,authoritative read of owning aggregate (see 05_DATABASE_OWNERSHIP_MATRIX.md),Closes PASS/FAIL with evidence manifest,single PostgreSQL transaction: domain + version + audit + outbox (MUT-FR-015),IQResult,IQResult,IQCompleted,,,idempotency key required for retryable commands (MUT-FR-010),expected_version optimistic concurrency (MUT-FR-009),IQCompleted,one audit event per committed mutation (MUT-FR-016),denied/replayed/malformed → security event (MUT-FR-031),,wrong image digest;unsupported DB version;NTP missing;backup absent;cert expired;forbidden path open,Doc 80/81 trace for SPEC-VAL-005,Document 83,IQ-FR-001;IQ-FR-002;IQ-FR-003;IQ-FR-004;IQ-FR-005;IQ-FR-006;IQ-FR-007;IQ-FR-008;IQ-FR-009;IQ-FR-010;IQ-FR-011;IQ-FR-012;IQ-FR-013;IQ-FR-014;IQ-FR-015;IQ-FR-016;IQ-FR-017;IQ-FR-018;IQ-FR-019;IQ-FR-020;IQ-FR-021,source function/service contract table
