trace_id,capability_id,requirement_id,requirement_name,document,spec_id,module,work_package,code_location,authoritative_store,entities,api_operations,events,ui_surfaces,error_codes,risk_class,signature_relevant,test_case_ids,test_case_count,qualification_stage,evidence_location,prompt_file,build_stage,verification_state,validation_state,gap_reference,source_file
TR-01438,,INT-FR-018,Reconciliation snapshot,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-018-01; TC-053-018-02; TC-053-018-03; TC-053-018-04,4,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01439,,INT-FR-019,Auto-resolve,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,yes,TC-053-019-01; TC-053-019-02; TC-053-019-03; TC-053-019-04,4,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01440,,INT-FR-020,Integration hold,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-020-01; TC-053-020-02; TC-053-020-03,3,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01441,,INT-FR-021,SLA/aging,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-021-01,1,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-126,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01442,,INT-FR-022,Circuit breaker,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-022-01; TC-053-022-02,2,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01443,,INT-FR-023,Bulk jobs,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-023-01; TC-053-023-02,2,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-126,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01444,,INT-FR-024,Rate limiting,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-024-01; TC-053-024-02,2,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-126,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01445,,INT-FR-025,Security event,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-025-01,1,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-126,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01446,,INT-FR-026,Observability,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-026-01,1,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01447,,INT-FR-027,Audit,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-027-01; TC-053-027-02,2,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01448,,INT-FR-028,Retention,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-028-01; TC-053-028-02; TC-053-028-03; TC-053-028-04,4,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-121,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01449,,INT-FR-029,Chaos testing,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-029-01; TC-053-029-02,2,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,NOT_STARTED,BLOCKED,NOT_VALIDATED,SG-126,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01450,,INT-FR-030,No silent success,Document 53,SPEC-ERP-006,SPEC-ERP-006,WP-07,services/gxp-api/app/modules/erp,External ERP (commercial truth) / PostgreSQL (GxP truth) per Doc 48 ownership matrix,,,,,BUSINESS_REJECT; MANUAL_REVIEW; RATE_LIMIT; SERVER_ERROR; TIMEOUT_UNCERTAIN; TRANSIENT_NETWORK,HIGHER-PROCESS-RISK,no,TC-053-030-01; TC-053-030-02; TC-053-030-03; TC-053-030-04,4,OQ,validation/evidence/oq/SPEC-ERP-006/,prompts/WP-07/53_SPEC-ERP-006.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_53_Integration_Error_Retry_Idempotency_Reconciliation_v1_0_IMPLEMENTATION_READY.md
TR-01451,CP-014,PFS-FR-001,Profile master,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-001-01; TC-054-001-02,2,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01452,CP-014,PFS-FR-002,Constituent definition,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-002-01; TC-054-002-02; TC-054-002-03,3,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01453,CP-014,PFS-FR-003,Bulk drug handoff,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-003-01; TC-054-003-02; TC-054-003-03; TC-054-003-04,4,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01454,CP-014,PFS-FR-004,Primary components,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-004-01; TC-054-004-02; TC-054-004-03,3,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01455,CP-014,PFS-FR-005,Component preparation,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-005-01; TC-054-005-02,2,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,SG-148,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01456,CP-014,PFS-FR-006,Line readiness,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-006-01; TC-054-006-02,2,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01457,CP-014,PFS-FR-007,Bulk hold time,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-007-01; TC-054-007-02; TC-054-007-03; TC-054-007-04,4,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,SG-148,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01458,CP-014,PFS-FR-008,Sterile filtration,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-008-01; TC-054-008-02,2,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,SG-148,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01459,CP-014,PFS-FR-009,Filling setup,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-009-01; TC-054-009-02,2,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01460,CP-014,PFS-FR-010,Fill execution,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-010-01; TC-054-010-02,2,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01461,CP-014,PFS-FR-011,Fill-weight IPC,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-011-01,1,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01462,CP-014,PFS-FR-012,Stoppering/plunging,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-012-01,1,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01463,CP-014,PFS-FR-013,Needle/closure assembly,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,no,TC-054-013-01,1,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01464,CP-014,PFS-FR-014,Container closure integrity,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-014-01; TC-054-014-02; TC-054-014-03; TC-054-014-04,4,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01465,CP-014,PFS-FR-015,Visual inspection,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-015-01; TC-054-015-02; TC-054-015-03,3,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01466,CP-014,PFS-FR-016,Silicone/tungsten/particulate profile,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-016-01; TC-054-016-02; TC-054-016-03,3,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,SG-148,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
TR-01467,CP-014,PFS-FR-017,Functional syringe tests,Document 54,SPEC-DDCP-001,SPEC-DDCP-001,WP-08,services/gxp-api/src/modules/ddcp,"PostgreSQL (GxP Core, authoritative)",ddcp_profile_version; constituent_requirement; constituent_handoff; fill_operation; production_count_ledger; device_assembly_record; device_functional_test_link; ddcp_release_checkpoint,,,Injectable Profile Designer; Constituent Requirements; Batch Readiness; Filling Setup; Aseptic Fill Execution,BULK_NOT_RELEASED; CCI_TEST_FAILED; DEVICE_TEST_FAILED; FILL_IPC_OOS; FILL_PROGRAM_MISMATCH; FILTER_INTEGRITY_FAILED; LINE_NOT_READY; PFS_PROFILE_NOT_EFFECTIVE,HIGHER-PROCESS-RISK,yes,TC-054-017-01; TC-054-017-02; TC-054-017-03; TC-054-017-04,4,OQ,validation/evidence/oq/SPEC-DDCP-001/,prompts/WP-08/54_SPEC-DDCP-001.md,CODE_COMPLETE,VERIFIED,NOT_VALIDATED,,Document_54_Prefilled_Syringe_Injectable_DDCP_Profile_v1_0_IMPLEMENTATION_READY.md
