requirement_id,document,spec_id,module_title,work_package,code_location,requirement_name,required_behavior,acceptance_intent,source_section,provisional_risk_class,authoritative_store,source_file
DRV-FR-004,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,OPC UA browse,Authorized engineering mode may browse namespaces/nodes for mapping; production mapping references exact NodeIds.,Stable mapping.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-005,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,OPC UA subscriptions,"Support monitored items, sampling/publishing interval, queue size and reconnect/resubscribe.",Efficient acquisition.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-006,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,OPC UA status,Map UA StatusCode/source/server timestamps into canonical quality/time fields.,Quality preserved.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-007,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Modbus TCP,Support host/unit ID/function/register/type/endianness/scaling with bounded polling.,Common industrial.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-008,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Modbus RTU,Support serial port/baud/parity/stop bits/slave ID/register mapping and bus serialization.,Serial support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-009,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Modbus invalid value,Timeout/CRC/exception/out-of-range marks BAD/COMM_ERROR; never substitute last good as current without STALE quality.,Integrity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-010,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,MQTT 5,"Support broker TLS/auth, topic filters, QoS policy, retained flag handling, payload schema/version and client session policy.",Message source.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-011,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,MQTT payload validation,JSON/binary/custom payload decoded only through versioned decoder plugin/schema.,No arbitrary parsing.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-012,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,SNMP,"Support v3 preferred with scoped credentials, OID mapping and polling/trap profile where appropriate.",Utilities/UPS.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-013,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Generic TCP/serial,Custom proprietary protocol lives in isolated adapter with framing/checksum/test vectors.,Extensibility.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-014,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,REST/file adapter,Support authenticated REST polling/webhook or controlled file import for instruments producing reports.,Instrument integration.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-015,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Connection retry,Exponential backoff/jitter with configured max and health state; avoid network storms.,Resilience.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-016,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Source rate limits,Per-device poll/subscription limits prevent overloading PLC/instrument.,Operational safety.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-017,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Read/write separation,Driver advertises read/write capability separately; runtime blocks write unless explicit command profile.,Safe default.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-018,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Mapping test,Engineering test reads source and displays raw/normalized preview without committing regulated result.,Safe commissioning.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-019,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Simulation,Provide deterministic simulator/mock driver for CI/validation.,Testability.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-020,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Driver version,Every observation carries driver/plugin version.,Reproducibility.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-021,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Reconnect sequence,"After reconnect, driver resubscribes/restarts polling and emits gap/reconnect event.",Data-gap awareness.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-022,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Credential rotation,Connector secrets/certs can rotate without rewriting mapping.,Security.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-023,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Driver health,"Connection state, last success, error count, latency and source-specific diagnostics.",Observability.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-024,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Protocol errors,Native errors normalized to stable driver error taxonomy while raw diagnostic retained.,Support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
DRV-FR-025,44,SPEC-EDGE-002,Industrial Device & Protocol Connectivity / Driver Specification,WP-06,edge,Production configuration,Protocol mapping config released/versioned; ad-hoc runtime node/register edits prohibited.,Validated state.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_44_Industrial_Device_Protocol_Connectivity_Drivers_v1_0_IMPLEMENTATION_READY.md
BUF-FR-001,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Durable append,Canonical envelope is written durably before first upstream send.,No transient loss.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-002,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Sequence,Gateway assigns strictly monotonic local sequence within gateway identity.,Order trace.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-003,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Unique event,Event ID globally unique and immutable.,Idempotency.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-004,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Payload hash,Persist SHA-256 or approved digest of canonical payload.,Integrity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-005,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,WAL/recovery,Reference SQLite WAL startup integrity check and crash recovery.,Restart safe.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-006,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Delivery states,"PENDING, IN_FLIGHT, ACKED, REJECTED_REVIEW, PURGE_ELIGIBLE.",Explicit.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-007,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Batch sending,Forward ordered batches bounded by count/bytes.,Efficient.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-008,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Acknowledgement,Server ack identifies exact event IDs/ranges and accepted/duplicate/rejected disposition.,Deterministic.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-009,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Retry,Unacknowledged items retry with exponential backoff/jitter.,Resilient.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-010,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Duplicate handling,Server duplicate ack considered delivered when payload hash matches same event ID.,Replay safe.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-011,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Conflict handling,Same event ID with different payload hash is security/data-integrity incident.,Tamper detection.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-012,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Network outage,Continue acquisition until configured local storage thresholds.,Continuity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-013,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Disk watermarks,Warning/critical/emergency thresholds and alarms.,Capacity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-014,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Purge,Only ACKED data beyond local retention may purge automatically.,No unacked deletion.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-015,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Large evidence,Large files use content-addressed store and separate manifest/outbox event.,Scale.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-016,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Clock metadata,Buffer never modifies source timestamp to make delayed data appear current.,Integrity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-017,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Late data,Server receives source time and receive time; downstream rules decide applicability.,Controlled.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-018,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Freshness,Stale/late quality can be computed without deleting original observation.,Truth.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-019,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Gap detection,Gateway/server detect missing sequence ranges and report gap.,Completeness.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-020,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Rejected payload,Schema/mapping rejection retained for admin reconciliation; not silently dropped.,Recoverable.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-021,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Manual replay,Authorized admin can replay exact original envelope; replay reason/audit captured.,Controlled support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-022,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Backfill,Bulk historical backfill uses same idempotency/validation but separately tagged BACKFILL.,Clear semantics.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-023,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Compression,Network batching/compression allowed without changing canonical hash semantics.,Efficiency.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-024,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Encryption,Local disk/volume encryption and TLS in transit.,Security.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-025,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Retention policy,"Per site/evidence type local retention and max horizon configurable, but unacked purge forbidden.",Governed.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-026,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Integrity scan,Periodic check verifies payload hashes/content-addressed evidence.,Tamper detection.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-027,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Backup not required for transient buffer,"Gateway buffer is resilient queue, not substitute for authoritative server backup; deployment may snapshot if needed.",Boundary.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-028,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Metrics,"Depth, oldest pending age, send rate, retry rate, rejected count, disk usage.",Operations.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-029,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,Power loss,Uncommitted records must not appear delivered; committed rows recover after abrupt power loss.,Crash consistency.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
BUF-FR-030,45,SPEC-EDGE-003,"Store-and-Forward, Offline Buffering, Time Integrity & Data Quality",WP-06,edge,No order dependency assumption,Server uses event IDs/timestamps/sequence but business logic must tolerate late/out-of-order arrival when documented.,Distributed resilience.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_45_Store_Forward_Offline_Buffering_Time_Data_Quality_v1_0_IMPLEMENTATION_READY.md
PER-FR-001,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Peripheral registry,"Barcode scanners, balances, printers, testers, cameras/vision and other peripherals have registered identity and site/station assignment.",Attributable source.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-002,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Station profile,Define station/workcell allowed device types and intended operations.,Correct device use.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-003,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Barcode scanner,Support keyboard wedge only for noncritical/simple cases; preferred explicit scanner SDK/serial/HID service with source identity.,Source clarity.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-004,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Barcode parsing,Versioned barcode parser supports GS1/UDI/custom/internal labels; raw scan retained.,Deterministic parsing.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-005,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Scan validation,Server/domain validates scanned business object against expected material/product/lot/serial/location/action.,No trust in text.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-006,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Duplicate scan,Debounce/duplicate handling does not suppress legitimate repeated actions; operation context determines idempotency.,Safe UX.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-007,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Balance integration,"Registered balance delivers value, unit, stable flag, device time/status and calibration identity.",Weighing evidence.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-008,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Stable reading,Device/adapter-specific stable criteria must be released/configured; UI cannot accept transient value as stable.,Accuracy.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-009,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Balance tare,Tare operation/status captured when workflow requires; software distinguishes gross/tare/net.,Reproducibility.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-010,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Manual fallback,Manual weight/result only if workflow policy permits and reason/verifier requirements met.,Controlled fallback.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
PER-FR-011,46,SPEC-EDGE-004,"Barcode, Scanner, Balance, Printer, Tester & Peripheral Integration",WP-06,edge,Label printer,"Print request uses exact released template/artwork, variable data and printer identity.",Controlled labeling.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"Edge local store (buffered, pre-authoritative) → PostgreSQL on acceptance",Document_46_Barcode_Scanner_Balance_Printer_Tester_Peripheral_Integration_v1_0_IMPLEMENTATION_READY.md
